inquisit.build,computer.platform,startdate,starttime,subjectid,sessionid,elapsedtime,completed,Reward_N2_1,fixedAmount_N2_1,IP12_1,Reward_N2_2,fixedAmount_N2_2,IP12_2,Reward_N2_3,fixedAmount_N2_3,IP12_3,Reward_N3_1,fixedAmount_N3_1,IP13_1,Reward_N3_2,fixedAmount_N3_2,IP13_2,Reward_N3_3,fixedAmount_N3_3,IP13_3,Reward_N4_1,fixedAmount_N4_1,IP14_1,Reward_N4_2,fixedAmount_N4_2,IP14_2,Reward_N4_3,fixedAmount_N4_3,IP14_3,Reward_N5_1,fixedAmount_N5_1,IP15_1,Reward_N5_2,fixedAmount_N5_2,IP15_2,Reward_N5_3,fixedAmount_N5_3,IP15_3,Reward_N6_1,fixedAmount_N6_1,IP16_1,Reward_N6_2,fixedAmount_N6_2,IP16_2,Reward_N6_3,fixedAmount_N6_3,IP16_3,TotalWinAmount,finalN,finalReward,hitrate_N1,CRrate_N1,hitrate_N2,CRrate_N2,hitrate_N3,CRrate_N3,hitrate_N4,CRrate_N4,hitrate_N5,CRrate_N5,hitrate_N6,CRrate_N6,mentaldemand_1,physicaldemand_1,temporaldemand_1,performance_1,effort_1,frustration_1,mentaldemand_2,physicaldemand_2,temporaldemand_2,performance_2,effort_2,frustration_2,mentaldemand_3,physicaldemand_3,temporaldemand_3,performance_3,effort_3,frustration_3,mentaldemand_4,physicaldemand_4,temporaldemand_4,performance_4,effort_4,frustration_4,mentaldemand_5,physicaldemand_5,temporaldemand_5,performance_5,effort_5,frustration_5,mentaldemand_6,physicaldemand_6,temporaldemand_6,performance_6,effort_6,frustration_6
6265,win,4/7/21,15:27:38,48,1,775000,1,2,X,1.78125,3,X,2.484375,4,X,2.5625,2,X,0.65625,3,X,0.609375,4,X,0.4375,2,X,0.15625,3,X,0.421875,4,1,1.9375,2,NA,not run,3,NA,not run,4,NA,not run,2,NA,not run,3,NA,not run,4,NA,not run,4,2,4,1,1,1,1,0.6,0.8,1,0.8,0,0,0,0,7,1,12,21,12,12,14,1,11,21,14,13,21,1,16,8,17,15,21,1,16,18,20,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6265,win,4/8/21,08:35:06,61,1,1009996,0,2,X,1.34375,3,X,2.203125,4,X,2.9375,2,X,0.96875,3,X,0.703125,4,X,1.1875,2,X,0.53125,3,X,0.328125,4,X,0.4375,2,NA,not run,3,NA,not run,4,NA,not run,2,NA,not run,3,NA,not run,4,NA,not run,3,2,3,0.6,0.266666667,1,0.666666667,0.4,0.733333333,0.2,0.733333333,0,0,0,0,15,3,2,4,5,15,7,9,7,16,8,14,18,4,6,6,14,14,16,4,13,4,13,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6265,win,4/10/21,08:40:08,7,1,1011228,1,2,X,1.53125,3,X,0.234375,4,X,0.1875,2,X,0.53125,3,X,0.046875,4,X,0.3125,2,X,0.15625,3,X,0.046875,4,X,2.0625,2,NA,not run,3,NA,not run,4,NA,not run,2,NA,not run,3,NA,not run,4,NA,not run,1.625,1,1.625,1,0.666666667,0.8,0.866666667,0.4,0.866666667,0.6,0.866666667,0,0,0,0,14,1,7,7,11,12,16,1,3,14,14,16,21,3,13,3,16,16,21,1,15,15,21,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6265,win,4/11/21,17:48:55,6,1,1580073,1,2,X,0.03125,3,X,0.046875,4,X,2.0625,2,X,0.03125,3,X,0.046875,4,X,0.0625,2,X,0.03125,3,X,0.046875,4,X,0.0625,2,NA,not run,3,NA,not run,4,NA,not run,2,NA,not run,3,NA,not run,4,NA,not run,2,1,2,0.6,0.666666667,0.4,0.733333333,0.2,0.533333333,0,0.866666667,0,0,0,0,20,21,20,7,18,16,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6299,win,4/15/21,12:56:52,108,1,1125689,1,2,X,0.46875,3,X,2.203125,4,X,2.6875,2,X,0.03125,3,X,0.796875,4,X,0.0625,2,X,0.03125,3,X,0.046875,4,X,0.0625,2,NA,not run,3,NA,not run,4,NA,not run,2,NA,not run,3,NA,not run,4,NA,not run,3,1,3,0.4,0.733333333,0.8,0.866666667,0.8,0.933333333,0.8,0.933333333,0,0,0,0,1,1,11,1,5,11,14,1,14,15,15,15,21,1,21,18,18,11,21,1,21,17,21,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6299,win,4/15/21,09:58:20,105,1,972133,1,2,1,1.96875,3,1,2.953125,4,1,3.9375,2,1,1.96875,3,X,2.671875,4,1,3.9375,2,X,1.53125,3,X,1.265625,4,1,3.9375,2,NA,not run,3,NA,not run,4,NA,not run,2,NA,not run,3,NA,not run,4,NA,not run,2,3,2,0.8,0.933333333,0.8,1,0.6,1,0.4,0.933333333,0,0,0,0,9,6,8,16,9,8,10,8,9,13,8,9,13,10,8,12,13,9,15,11,14,7,16,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6299,win,4/15/21,10:30:26,89,1,1125124,1,2,X,1.90625,3,X,2.953125,4,X,3.3125,2,X,0.03125,3,X,0.046875,4,X,0.0625,2,X,0.03125,3,X,0.046875,4,X,0.0625,2,NA,not run,3,NA,not run,4,NA,not run,2,NA,not run,3,NA,not run,4,NA,not run,2,1,2,0.8,0.933333333,1,0.933333333,0.8,0.866666667,0.8,0.866666667,0,0,0,0,4,2,7,14,14,3,9,3,7,17,15,5,12,3,9,13,12,10,18,4,9,13,18,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6265,win,4/15/21,13:22:53,111,1,2215277,1,2,1,1.96875,3,1,2.953125,4,X,3.9375,2,1,1.96875,3,X,2.953125,4,1,3.9375,2,X,1.96875,3,X,2.953125,4,X,3.9375,2,NA,not run,3,NA,not run,4,NA,not run,2,NA,not run,3,NA,not run,4,NA,not run,4,1,4,0.2,0.533333333,0.6,0.4,0.2,0.4,1,0.866666667,0,0,0,0,19,17,18,6,20,12,20,18,18,15,21,14,20,20,9,7,21,14,20,21,8,20,21,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6265,mac,4/15/21,13:22:59,121,1,1321425,1,2,X,1.21875,3,X,1.078125,4,X,0.6875,2,X,0.03125,3,X,0.046875,4,X,0.0625,2,X,0.03125,3,X,0.046875,4,X,0.0625,2,NA,not run,3,NA,not run,4,NA,not run,2,NA,not run,3,NA,not run,4,NA,not run,0.125,1,0.125,0,0,0.8,0.933333333,0.8,0.6,0,0.666666667,0,0,0,0,16,4,13,1,5,17,15,1,13,16,15,8,20,4,19,8,13,11,21,2,21,1,16,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6299,mac,4/15/21,13:33:26,122,1,1505654,1,2,X,0.03125,3,X,0.046875,4,X,0.0625,2,X,0.03125,3,X,0.046875,4,X,0.0625,2,X,0.03125,3,X,0.046875,4,X,0.0625,2,NA,not run,3,NA,not run,4,NA,not run,2,NA,not run,3,NA,not run,4,NA,not run,0.25,1,0.25,1,1,0.8,0.866666667,0.8,0.933333333,0.4,0.933333333,0,0,0,0,16,1,20,21,19,15,18,2,16,16,20,17,21,2,20,18,21,20,21,1,19,3,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6299,and,4/15/21,10:41:00,120,1,1337436,0,2,X,0.78125,3,X,1.171875,4,X,2.0625,2,X,0.03125,3,X,0.046875,4,X,0.0625,2,X,0.03125,3,X,0.046875,4,X,0.0625,2,NA,not run,3,NA,not run,4,NA,not run,2,NA,not run,3,NA,not run,4,NA,not run,1.3125,1,1.3125,0.6,1,0.8,0.8,0.8,1,0.2,0.866666667,0,0,0,0,6,3,4,13,8,3,11,3,9,13,9,4,14,5,5,12,14,4,19,7,13,5,14,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6299,win,4/15/21,18:01:45,86,1,773156,1,2,1,1.96875,3,1,2.953125,4,X,3.9375,2,1,0.96875,3,X,2.953125,4,1,3.8125,2,X,0.96875,3,1,2.203125,4,X,3.9375,2,NA,not run,3,NA,not run,4,NA,not run,2,NA,not run,3,NA,not run,4,NA,not run,4,1,4,0.8,0.133333333,0.2,0.6,0.6,0.866666667,0.2,0.8,0,0,0,0,19,18,17,15,16,8,16,18,18,18,17,5,17,17,18,21,20,2,21,21,19,16,19,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6299,win,4/15/21,14:33:44,84,1,1424708,1,2,X,1.09375,3,X,1.828125,4,X,2.0625,2,X,0.84375,3,X,0.703125,4,X,1.4375,2,X,0.28125,3,X,0.515625,4,X,0.1875,2,NA,not run,3,NA,not run,4,NA,not run,2,NA,not run,3,NA,not run,4,NA,not run,0.75,1,0.75,1,0.866666667,0,0.333333333,0.8,0.933333333,0,0.6,0,0,0,0,11,1,11,18,14,3,21,15,20,1,21,20,19,15,17,18,19,16,21,21,21,21,21,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6299,win,4/15/21,13:54:00,90,1,904308,1,2,X,1.65625,3,X,2.578125,4,X,3.6875,2,X,0.96875,3,X,2.015625,4,X,2.9375,2,X,1.28125,3,X,2.484375,4,X,3.0625,2,NA,not run,3,NA,not run,4,NA,not run,2,NA,not run,3,NA,not run,4,NA,not run,3,1,3,0.8,1,0.6,0.866666667,0.6,0.866666667,0.8,0.6,0,0,0,0,3,1,1,19,16,4,19,4,3,15,17,7,20,4,1,16,20,9,21,14,6,14,21,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6299,mac,4/15/21,16:57:13,106,1,1188508,1,2,X,0.46875,3,X,0.703125,4,X,1.9375,2,X,0.90625,3,X,0.703125,4,X,1.9375,2,X,0.46875,3,X,0.703125,4,X,1.6875,2,NA,not run,3,NA,not run,4,NA,not run,2,NA,not run,3,NA,not run,4,NA,not run,3,2,3,0.8,1,1,0.933333333,1,0.866666667,0.6,0.666666667,0,0,0,0,3,1,2,15,3,3,4,2,2,5,5,2,10,2,5,12,11,6,18,4,12,5,14,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6299,win,4/15/21,16:06:31,95,1,1292422,0,2,X,1.09375,3,X,2.296875,4,X,2.8125,2,X,0.96875,3,X,1.828125,4,X,2.9375,2,X,0.96875,3,X,1.734375,4,X,2.9375,2,NA,not run,3,NA,not run,4,NA,not run,2,NA,not run,3,NA,not run,4,NA,not run,3,1,3,1,1,1,1,0.8,0.933333333,0.4,0.933333333,0,0,0,0,3,1,3,21,8,8,8,1,8,21,12,10,18,4,11,15,18,13,21,12,14,3,19,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6299,mac,4/15/21,15:06:44,118,1,865096,1,2,X,1.59375,3,1,2.953125,4,1,2.9375,2,X,1.40625,3,1,2.953125,4,X,3.5625,2,X,0.53125,3,X,0.046875,4,X,0.0625,2,NA,not run,3,NA,not run,4,NA,not run,2,NA,not run,3,NA,not run,4,NA,not run,4,1,4,0.4,0.533333333,1,1,0.8,0.8,0.6,0.8,0,0,0,0,12,6,14,6,13,19,13,8,11,21,9,15,18,7,12,18,18,19,20,7,15,18,18,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6299,win,4/15/21,14:16:23,98,1,1178960,1,2,X,0.96875,3,X,2.109375,4,X,2.5625,2,X,0.90625,3,X,1.453125,4,X,1.6875,2,X,0.53125,3,X,0.796875,4,X,1.5625,2,NA,not run,3,NA,not run,4,NA,not run,2,NA,not run,3,NA,not run,4,NA,not run,4,4,4,0.6,0.933333333,1,0.8,1,0.733333333,0.8,0.666666667,0,0,0,0,7,3,13,5,17,16,18,3,17,13,18,17,21,4,20,14,21,21,21,4,21,13,21,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6299,win,4/15/21,17:47:42,102,1,1428714,1,2,X,1.53125,3,X,2.203125,4,X,2.9375,2,X,0.09375,3,X,0.234375,4,X,0.9375,2,X,0.09375,3,X,0.328125,4,X,0.1875,2,NA,not run,3,NA,not run,4,NA,not run,2,NA,not run,3,NA,not run,4,NA,not run,0.125,1,0.125,0.6,0.6,0.6,0.333333333,0.4,0.333333333,0.2,0.266666667,0,0,0,0,8,5,7,12,10,9,12,10,12,8,14,14,16,13,13,6,16,15,20,15,14,3,19,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6299,win,4/15/21,18:36:50,91,1,808452,0,2,X,0.96875,3,X,1.453125,4,X,0.9375,2,X,0.96875,3,X,1.078125,4,X,0.9375,2,X,0.53125,3,X,0.796875,4,X,0.0625,2,NA,not run,3,NA,not run,4,NA,not run,2,NA,not run,3,NA,not run,4,NA,not run,2,1,2,0.8,0.933333333,1,1,0.6,0.8,0.6,0.8,0,0,0,0,9,4,11,17,14,12,16,8,11,21,21,16,21,5,11,13,21,17,21,3,11,16,21,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6299,win,4/15/21,19:15:49,93,1,1120006,1,2,X,1.84375,3,X,2.203125,4,1,3.4375,2,X,0.90625,3,X,0.890625,4,X,1.0625,2,X,0.90625,3,X,0.984375,4,X,0.9375,2,NA,not run,3,NA,not run,4,NA,not run,2,NA,not run,3,NA,not run,4,NA,not run,1,1,1,0.8,1,0.6,0.933333333,0.4,0.933333333,0.4,0.933333333,0,0,0,0,4,1,5,20,2,1,13,1,10,8,17,1,20,1,19,1,21,5,21,1,14,1,19,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6299,win,4/15/21,19:20:32,110,1,1105804,1,2,X,1.71875,3,X,2.203125,4,X,2.6875,2,X,0.59375,3,X,1.734375,4,X,1.0625,2,X,0.28125,3,X,0.796875,4,X,0.9375,2,NA,not run,3,NA,not run,4,NA,not run,2,NA,not run,3,NA,not run,4,NA,not run,2.25,1,2.25,0.2,0.266666667,0.6,1,0.2,0.933333333,0.2,0.733333333,0,0,0,0,19,14,15,4,13,16,17,16,14,17,17,16,19,18,17,5,16,16,21,18,18,3,16,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6299,win,4/15/21,21:32:37,82,1,953098,1,2,X,0.96875,3,X,1.453125,4,X,2.4375,2,X,0.71875,3,X,1.453125,4,X,1.9375,2,X,0.46875,3,X,1.078125,4,X,0.9375,2,NA,not run,3,NA,not run,4,NA,not run,2,NA,not run,3,NA,not run,4,NA,not run,2,1,2,1,1,1,0.866666667,1,0.866666667,1,0.8,0,0,0,0,16,6,15,15,19,8,18,5,15,13,20,8,20,4,16,13,20,8,21,7,20,12,21,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6299,win,4/15/21,20:41:23,115,1,1024065,1,2,X,1.21875,3,X,1.828125,4,X,1.4375,2,X,0.96875,3,X,2.953125,4,X,1.9375,2,X,0.09375,3,X,0.796875,4,X,0.8125,2,NA,not run,3,NA,not run,4,NA,not run,2,NA,not run,3,NA,not run,4,NA,not run,1.25,1,1.25,1,1,0.8,0.6,0.8,1,0.8,0.866666667,0,0,0,0,5,3,2,21,6,1,14,14,14,5,17,3,18,18,12,14,19,2,21,20,16,8,21,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6299,win,4/16/21,02:39:16,88,1,1371200,1,2,X,1.03125,3,X,1.546875,4,X,0.6875,2,X,0.96875,3,X,2.203125,4,X,1.9375,2,X,0.03125,3,X,0.046875,4,X,0.0625,2,NA,not run,3,NA,not run,4,NA,not run,2,NA,not run,3,NA,not run,4,NA,not run,1,1,1,1,1,0.8,0.933333333,1,0.733333333,0.6,0.866666667,0,0,0,0,3,4,3,21,3,1,8,4,9,17,10,3,13,6,8,13,13,2,20,7,10,12,14,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6299,win,4/16/21,09:05:22,104,1,877718,1,2,1,1.96875,3,1,2.953125,4,X,3.9375,2,X,1.96875,3,X,2.953125,4,X,3.9375,2,X,1.96875,3,X,2.953125,4,X,3.9375,2,NA,not run,3,NA,not run,4,NA,not run,2,NA,not run,3,NA,not run,4,NA,not run,4,3,4,1,0.933333333,1,1,0.8,1,0.8,0.933333333,0,0,0,0,2,3,2,20,5,2,2,2,2,21,2,2,6,7,7,15,12,7,12,12,12,15,13,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6299,and,4/16/21,12:44:56,123,1,952674,1,2,X,0.96875,3,X,2.015625,4,X,3.9375,2,X,0.21875,3,X,0.609375,4,X,1.5625,2,1,1.96875,3,X,0.703125,4,X,0.9375,2,NA,not run,3,NA,not run,4,NA,not run,2,NA,not run,3,NA,not run,4,NA,not run,4,4,4,0.8,0.933333333,0.8,0.733333333,0.4,0.933333333,0.4,0.733333333,0,0,0,0,5,5,5,17,17,4,10,10,13,12,14,14,17,18,16,3,16,17,20,20,17,3,18,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6265,mac,4/19/21,05:33:53,112,1,1151911,1,2,X,1.71875,3,X,2.671875,4,X,3.4375,2,X,0.96875,3,X,2.203125,4,X,3.1875,2,X,0.46875,3,X,1.453125,4,X,1.9375,2,NA,not run,3,NA,not run,4,NA,not run,2,NA,not run,3,NA,not run,4,NA,not run,4,3,4,0.4,0.6,1,0.933333333,0.8,0.933333333,0.8,0.8,0,0,0,0,2,2,11,11,11,11,4,3,11,10,11,8,11,3,8,9,13,12,13,6,11,8,14,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6299,win,4/27/21,08:44:30,147,1,1058355,1,2,X,0.96875,3,X,1.546875,4,X,2.5625,2,X,1.65625,3,X,2.390625,4,X,3.1875,2,X,0.65625,3,X,1.734375,4,X,1.9375,2,NA,not run,3,NA,not run,4,NA,not run,2,NA,not run,3,NA,not run,4,NA,not run,4,3,4,0.8,0.2,0.8,0.933333333,0.6,0.933333333,0.8,0.733333333,0,0,0,0,1,1,1,2,3,4,13,1,9,18,14,8,17,5,5,15,18,10,17,7,9,19,14,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6299,win,4/27/21,12:05:22,159,1,3122025,1,2,X,0.21875,3,X,1.359375,4,X,0.4375,2,X,0.09375,3,X,0.328125,4,X,0.1875,2,X,1.03125,3,X,0.703125,4,X,0.9375,2,NA,not run,3,NA,not run,4,NA,not run,2,NA,not run,3,NA,not run,4,NA,not run,4,4,4,0.6,0.866666667,0.6,1,0.6,0.8,1,0.733333333,0,0,0,0,1,1,14,7,13,15,16,1,16,16,17,17,18,1,18,4,19,21,21,1,21,17,21,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6299,win,4/27/21,12:29:43,134,1,1473149,1,2,X,1.96875,3,X,2.953125,4,X,3.9375,2,X,1.96875,3,X,2.953125,4,X,3.9375,2,X,1.96875,3,X,2.953125,4,X,3.9375,2,NA,not run,3,NA,not run,4,NA,not run,2,NA,not run,3,NA,not run,4,NA,not run,3,3,3,1,0.6,1,0.866666667,0.8,0.933333333,0.8,0.8,0,0,0,0,6,1,12,16,12,9,14,3,7,18,13,8,18,3,12,17,15,14,21,3,18,14,21,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6299,win,4/27/21,16:48:47,137,1,1464422,1,2,X,1.84375,3,X,2.296875,4,1,3.6875,2,X,1.90625,3,X,2.953125,4,X,3.3125,2,X,1.71875,3,X,2.953125,4,1,3.9375,2,NA,not run,3,NA,not run,4,NA,not run,2,NA,not run,3,NA,not run,4,NA,not run,2.625,1,2.625,0.6,0.266666667,0.4,0.6,0,0.666666667,1,0.6,0,0,0,0,21,21,21,16,21,5,21,21,21,21,20,1,21,21,21,18,21,3,21,21,21,21,21,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6299,mac,4/27/21,12:53:56,126,1,776481,1,2,X,0.03125,3,X,0.046875,4,X,0.0625,2,X,0.03125,3,X,0.046875,4,X,0.0625,2,X,0.03125,3,X,0.046875,4,X,0.0625,2,NA,not run,3,NA,not run,4,NA,not run,2,NA,not run,3,NA,not run,4,NA,not run,1,1,1,1,0.533333333,0.8,0.866666667,0.8,0.466666667,1,0.4,0,0,0,0,19,4,20,9,17,21,18,2,19,14,19,18,20,1,19,5,15,21,19,1,20,6,21,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6299,win,4/27/21,11:53:51,131,1,874197,1,2,X,0.53125,3,X,0.984375,4,X,1.1875,2,X,0.40625,3,X,1.078125,4,X,1.4375,2,X,0.03125,3,X,0.046875,4,X,0.0625,2,NA,not run,3,NA,not run,4,NA,not run,2,NA,not run,3,NA,not run,4,NA,not run,1.5,1,1.5,0.6,0.466666667,1,0.466666667,0.8,0.8,0.6,0.733333333,0,0,0,0,8,1,13,7,9,10,13,1,13,8,13,12,15,1,16,15,15,8,18,1,18,14,14,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6299,mac,4/27/21,12:57:44,127,1,798449,1,2,X,0.96875,3,X,2.015625,4,X,2.1875,2,X,0.96875,3,X,1.078125,4,X,1.4375,2,X,1.34375,3,X,1.078125,4,X,2.6875,2,NA,not run,3,NA,not run,4,NA,not run,2,NA,not run,3,NA,not run,4,NA,not run,3,2,3,1,0.933333333,1,1,0.6,0.866666667,0.8,0.933333333,0,0,0,0,6,2,9,17,13,10,12,7,7,17,11,12,16,5,9,12,14,14,17,4,6,13,13,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6299,win,4/27/21,12:27:58,149,1,1211058,1,2,X,1.03125,3,X,1.921875,4,X,1.9375,2,X,1.09375,3,X,1.546875,4,X,1.9375,2,X,0.15625,3,X,2.296875,4,X,2.0625,2,NA,not run,3,NA,not run,4,NA,not run,2,NA,not run,3,NA,not run,4,NA,not run,4,2,4,0.6,0.8,0.6,0.866666667,0.4,0.866666667,0.4,0.333333333,0,0,0,0,8,12,14,7,14,12,14,13,15,10,15,13,17,14,14,1,17,20,20,17,12,2,15,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6299,win,4/27/21,10:31:03,150,1,889517,1,2,X,1.96875,3,X,2.953125,4,X,3.9375,2,X,1.21875,3,X,1.921875,4,X,2.8125,2,X,0.46875,3,X,0.703125,4,X,1.8125,2,NA,not run,3,NA,not run,4,NA,not run,2,NA,not run,3,NA,not run,4,NA,not run,4,3,4,1,1,1,1,0.6,1,0.6,0.866666667,0,0,0,0,4,3,12,21,7,9,8,8,10,21,12,9,14,9,12,12,16,12,15,9,14,9,16,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6299,win,4/27/21,11:48:12,153,1,854934,1,2,X,0.96875,3,X,1.828125,4,X,2.9375,2,X,0.96875,3,X,2.484375,4,X,3.0625,2,X,0.96875,3,X,1.453125,4,X,1.9375,2,NA,not run,3,NA,not run,4,NA,not run,2,NA,not run,3,NA,not run,4,NA,not run,3.25,1,3.25,1,1,0.8,1,1,0.866666667,0.4,0.866666667,0,0,0,0,2,2,1,21,5,1,15,14,15,14,16,11,18,18,17,12,18,18,21,21,21,1,21,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6299,mac,4/27/21,12:13:58,144,1,941381,1,2,X,0.03125,3,X,0.046875,4,X,0.0625,2,X,0.03125,3,X,0.046875,4,X,0.0625,2,X,0.03125,3,X,0.046875,4,X,0.0625,2,NA,not run,3,NA,not run,4,NA,not run,2,NA,not run,3,NA,not run,4,NA,not run,1,1,1,0.6,0.133333333,1,0,0.2,0.266666667,1,0.266666667,0,0,0,0,21,2,21,2,19,21,21,2,21,5,20,21,21,1,21,2,21,21,21,1,21,4,21,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6299,win,4/27/21,14:24:04,141,1,978582,1,2,X,1.96875,3,X,2.953125,4,X,3.9375,2,X,1.96875,3,X,2.953125,4,X,3.9375,2,X,0.96875,3,X,1.078125,4,X,0.9375,2,NA,not run,3,NA,not run,4,NA,not run,2,NA,not run,3,NA,not run,4,NA,not run,3,2,3,0.6,0.733333333,1,1,1,1,0.4,1,0,0,0,0,6,2,4,7,4,5,9,2,5,21,7,4,12,2,7,21,15,9,21,2,7,1,21,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6265,win,4/27/21,15:42:49,164,1,1773490,1,2,X,1.59375,3,X,2.203125,4,X,3.9375,2,X,1.78125,3,X,2.390625,4,X,3.5625,2,X,1.53125,3,X,2.671875,4,X,3.1875,2,NA,not run,3,NA,not run,4,NA,not run,2,NA,not run,3,NA,not run,4,NA,not run,1.625,1,1.625,1,0.933333333,0.8,0.933333333,0.6,0.933333333,1,0.933333333,0,0,0,0,15,2,17,19,12,12,17,2,16,18,16,14,19,2,18,15,18,18,20,2,18,20,18,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6299,win,4/27/21,16:36:22,148,1,939129,1,2,X,1.96875,3,X,2.953125,4,X,3.9375,2,X,1.96875,3,X,2.578125,4,1,3.9375,2,X,0.96875,3,X,1.453125,4,X,1.9375,2,NA,not run,3,NA,not run,4,NA,not run,2,NA,not run,3,NA,not run,4,NA,not run,3,3,3,0.8,1,1,1,1,0.866666667,0.4,1,0,0,0,0,12,3,10,14,12,14,14,3,10,19,18,15,19,3,12,14,16,15,18,4,16,5,14,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
